stop_id,stop_name,stop_lat,stop_lon
sanyojan_society,Sanyojan Society,23.0168,72.54
kameshwar_twins_bunglows,Kameshwar Twins Bunglows,23.0155,72.5345
baladevnagar,Baladevnagar,23.00259,72.535046
apmc_market,APMC Market,22.994,72.545
guptanagar,Guptanagar,22.997137,72.539544
pravinnagar,Pravinnagar,,
pratapkunj,Pratapkunj,22.9992,72.5446
pirana_plant,Pirana Plant,22.995469,72.56735
khodiyarnagar,Khodiyarnagar (Dani Limda),23.033105,72.639172
national_cloth_mills,National Cloth Mills,22.996068,72.572784
nava_dhor_bazar,Nava Dhor Bazar,22.996149,72.575809
dani_limda_road,Dani Limda Road,22.996223,72.579012
babunagar,Babunagar,22.999147,72.58163
virmaya_chowk,Virmaya Chowk,,
pirkamal_masjid,Pirkamal Masjid,,
krushna_bag,Krushna Bag,,
maninagar_char_rasta,Maninagar Char Rasta,22.997361,72.608406
l_g_hospital_corner,L.G.Hospital Corner,22.999964,72.607844
madrasi_mandir,Madrasi Mandir,23.001742,72.613984
k_k_shastri_college,K.K. Shastri College,,
bihari_mills,Bihari Mills,23.0038,72.6166
khokhara_circle,Khokhara Circle,,
bombay_housing,Bombay Housing,23.021071,72.609909
hatkeshwar_mahadev,Hatkeshwar Mahadev,22.99902,72.624556
hatkeshwar_depo,Hatkeshwar Depo,22.997315,72.626345
